Mod:Item:MetaData, Localized Name
appliedenergistics2:material:28, 高级卡
appliedenergistics2:material:44, 破坏核心
appliedenergistics2:material:25, 基础卡
appliedenergistics2:material:52, 空白样板
appliedenergistics2:material:23, 运算处理器
appliedenergistics2:material:13, 运算压印模板
appliedenergistics2:material:16, 运算电路板
appliedenergistics2:material:27, 容量卡
appliedenergistics2:material:53, 合成卡
appliedenergistics2:material:29, 模糊卡
appliedenergistics2:material:31, 反相卡
appliedenergistics2:material:26, 红石卡
appliedenergistics2:material:30, 加速卡
appliedenergistics2:material:37, 16k-ME存储组件
appliedenergistics2:material:35, 1k-ME存储组件
appliedenergistics2:material:36, 4k-ME存储组件
appliedenergistics2:material:38, 64k-ME存储组件
appliedenergistics2:material:0, 赛特斯石英水晶
appliedenergistics2:material:1, 充能赛特斯石英水晶
appliedenergistics2:material:2, 赛特斯石英粉
appliedenergistics2:material:39, ME存储外壳
appliedenergistics2:material:46, 末影粉
appliedenergistics2:material:24, 工程处理器
appliedenergistics2:material:14, 工程压印模板
appliedenergistics2:material:17, 工程电路板
appliedenergistics2:material:4, 面粉
appliedenergistics2:material:56, 16k-ME流体存储组件
appliedenergistics2:material:54, 1k-ME流体存储组件
appliedenergistics2:material:55, 4k-ME流体存储组件
appliedenergistics2:material:57, 64k-ME流体存储组件
appliedenergistics2:material:7, 福鲁伊克斯水晶
appliedenergistics2:material:8, 福鲁伊克斯粉
appliedenergistics2:material:9, 福鲁伊克斯珍珠
appliedenergistics2:material:43, 成型核心
appliedenergistics2:material:51, 金粉
appliedenergistics2:material:49, 铁粉
appliedenergistics2:material:22, 逻辑处理器
appliedenergistics2:material:15, 逻辑压印模板
appliedenergistics2:material:18, 逻辑电路板
appliedenergistics2:material:6, 物质球
appliedenergistics2:material:21, 名称压印模板
appliedenergistics2:material:3, 下界石英粉
appliedenergistics2:material:10, 高纯赛特斯石英水晶
appliedenergistics2:material:12, 高纯福鲁伊克斯水晶
appliedenergistics2:material:11, 高纯下界石英水晶
appliedenergistics2:material:48, 量子缠绕态奇点
appliedenergistics2:material:5, 硅
appliedenergistics2:material:19, 硅压印模板
appliedenergistics2:material:20, 硅板
appliedenergistics2:material:47, 奇点
appliedenergistics2:material:45, 陨石粉
appliedenergistics2:material:41, 无线接收器
appliedenergistics2:material:42, 无线信号增幅器
appliedenergistics2:material:40, 木齿轮
appliedenergistics2:part:300, ME破坏面板
appliedenergistics2:part:120, 线缆锚
appliedenergistics2:part:20, ME包层线缆 - 白色
appliedenergistics2:part:21, ME包层线缆 - 橙色
appliedenergistics2:part:22, ME包层线缆 - 品红色
appliedenergistics2:part:23, ME包层线缆 - 淡蓝色
appliedenergistics2:part:24, ME包层线缆 - 黄色
appliedenergistics2:part:25, ME包层线缆 - 黄绿色
appliedenergistics2:part:26, ME包层线缆 - 粉红色
appliedenergistics2:part:27, ME包层线缆 - 灰色
appliedenergistics2:part:28, ME包层线缆 - 淡灰色
appliedenergistics2:part:29, ME包层线缆 - 青色
appliedenergistics2:part:30, ME包层线缆 - 紫色
appliedenergistics2:part:31, ME包层线缆 - 蓝色
appliedenergistics2:part:32, ME包层线缆 - 棕色
appliedenergistics2:part:33, ME包层线缆 - 绿色
appliedenergistics2:part:34, ME包层线缆 - 红色
appliedenergistics2:part:35, ME包层线缆 - 黑色
appliedenergistics2:part:36, ME包层线缆 - 福鲁伊克斯色
appliedenergistics2:part:500, ME致密包层线缆 - 白色
appliedenergistics2:part:501, ME致密包层线缆 - 橙色
appliedenergistics2:part:502, ME致密包层线缆 - 品红色
appliedenergistics2:part:503, ME致密包层线缆 - 淡蓝色
appliedenergistics2:part:504, ME致密包层线缆 - 黄色
appliedenergistics2:part:505, ME致密包层线缆 - 黄绿色
appliedenergistics2:part:506, ME致密包层线缆 - 粉红色
appliedenergistics2:part:507, ME致密包层线缆 - 灰色
appliedenergistics2:part:508, ME致密包层线缆 - 淡灰色
appliedenergistics2:part:509, ME致密包层线缆 - 青色
appliedenergistics2:part:510, ME致密包层线缆 - 紫色
appliedenergistics2:part:511, ME致密包层线缆 - 蓝色
appliedenergistics2:part:512, ME致密包层线缆 - 棕色
appliedenergistics2:part:513, ME致密包层线缆 - 绿色
appliedenergistics2:part:514, ME致密包层线缆 - 红色
appliedenergistics2:part:515, ME致密包层线缆 - 黑色
appliedenergistics2:part:516, ME致密包层线缆 - 福鲁伊克斯色
appliedenergistics2:part:60, ME致密线缆 - 白色
appliedenergistics2:part:61, ME致密线缆 - 橙色
appliedenergistics2:part:62, ME致密线缆 - 品红色
appliedenergistics2:part:63, ME致密线缆 - 淡蓝色
appliedenergistics2:part:64, ME致密线缆 - 黄色
appliedenergistics2:part:65, ME致密线缆 - 黄绿色
appliedenergistics2:part:66, ME致密线缆 - 粉红色
appliedenergistics2:part:67, ME致密线缆 - 灰色
appliedenergistics2:part:68, ME致密线缆 - 淡灰色
appliedenergistics2:part:69, ME致密线缆 - 青色
appliedenergistics2:part:70, ME致密线缆 - 紫色
appliedenergistics2:part:71, ME致密线缆 - 蓝色
appliedenergistics2:part:72, ME致密线缆 - 棕色
appliedenergistics2:part:73, ME致密线缆 - 绿色
appliedenergistics2:part:74, ME致密线缆 - 红色
appliedenergistics2:part:75, ME致密线缆 - 黑色
appliedenergistics2:part:76, ME致密线缆 - 福鲁伊克斯色
appliedenergistics2:part:0, ME玻璃线缆 - 白色
appliedenergistics2:part:1, ME玻璃线缆 - 橙色
appliedenergistics2:part:2, ME玻璃线缆 - 品红色
appliedenergistics2:part:3, ME玻璃线缆 - 淡蓝色
appliedenergistics2:part:4, ME玻璃线缆 - 黄色
appliedenergistics2:part:5, ME玻璃线缆 - 黄绿色
appliedenergistics2:part:6, ME玻璃线缆 - 粉红色
appliedenergistics2:part:7, ME玻璃线缆 - 灰色
appliedenergistics2:part:8, ME玻璃线缆 - 淡灰色
appliedenergistics2:part:9, ME玻璃线缆 - 青色
appliedenergistics2:part:10, ME玻璃线缆 - 紫色
appliedenergistics2:part:11, ME玻璃线缆 - 蓝色
appliedenergistics2:part:12, ME玻璃线缆 - 棕色
appliedenergistics2:part:13, ME玻璃线缆 - 绿色
appliedenergistics2:part:14, ME玻璃线缆 - 红色
appliedenergistics2:part:15, ME玻璃线缆 - 黑色
appliedenergistics2:part:16, ME玻璃线缆 - 福鲁伊克斯色
appliedenergistics2:part:40, ME智能线缆 - 白色
appliedenergistics2:part:41, ME智能线缆 - 橙色
appliedenergistics2:part:42, ME智能线缆 - 品红色
appliedenergistics2:part:43, ME智能线缆 - 淡蓝色
appliedenergistics2:part:44, ME智能线缆 - 黄色
appliedenergistics2:part:45, ME智能线缆 - 黄绿色
appliedenergistics2:part:46, ME智能线缆 - 粉红色
appliedenergistics2:part:47, ME智能线缆 - 灰色
appliedenergistics2:part:48, ME智能线缆 - 淡灰色
appliedenergistics2:part:49, ME智能线缆 - 青色
appliedenergistics2:part:50, ME智能线缆 - 紫色
appliedenergistics2:part:51, ME智能线缆 - 蓝色
appliedenergistics2:part:52, ME智能线缆 - 棕色
appliedenergistics2:part:53, ME智能线缆 - 绿色
appliedenergistics2:part:54, ME智能线缆 - 红色
appliedenergistics2:part:55, ME智能线缆 - 黑色
appliedenergistics2:part:56, ME智能线缆 - 福鲁伊克斯色
appliedenergistics2:part:420, ME交换监控器
appliedenergistics2:part:360, ME合成终端
appliedenergistics2:part:200, 暗色照明面板
appliedenergistics2:part:260, ME输出总线
appliedenergistics2:part:302, ME流体破坏面板
appliedenergistics2:part:261, ME流体输出总线
appliedenergistics2:part:321, ME流体成型面板
appliedenergistics2:part:241, ME流体输入总线
appliedenergistics2:part:441, ME流体接口
appliedenergistics2:part:281, ME流体标准发信器
appliedenergistics2:part:221, ME流体存储总线
appliedenergistics2:part:520, ME流体终端
appliedenergistics2:part:320, ME成型面板
appliedenergistics2:part:301, ME精准破坏面板
appliedenergistics2:part:240, ME输入总线
appliedenergistics2:part:440, ME接口
appliedenergistics2:part:480, ME接口终端
appliedenergistics2:part:100, ME反相触发总线
appliedenergistics2:part:280, ME标准发信器
appliedenergistics2:part:160, 亮色照明面板
appliedenergistics2:part:469, P2P通道 - FE
appliedenergistics2:part:463, P2P通道 - 流体
appliedenergistics2:part:462, P2P通道 - 物品
appliedenergistics2:part:467, P2P通道 - 光
appliedenergistics2:part:460, P2P通道 - ME
appliedenergistics2:part:461, P2P通道 - 红石
appliedenergistics2:part:340, ME样板终端
appliedenergistics2:part:140, 石英纤维
appliedenergistics2:part:180, 照明面板
appliedenergistics2:part:220, ME存储总线
appliedenergistics2:part:400, ME存储监控器
appliedenergistics2:part:380, ME终端
appliedenergistics2:part:80, ME触发总线
alchemistry:electrolyzer, 电解机
alchemistry:chemical_dissolver, 化学溶解机
alchemistry:chemical_combiner, 化学化合机
alchemistry:evaporator, 蒸发锅
alchemistry:atomizer, 雾化器
alchemistry:liquifier, 液化器
alchemistry:fission_casing, 裂变仓壁
alchemistry:fission_core, 裂变仓核心
alchemistry:fission_controller, 裂变仓控制器
alchemistry:fusion_casing, 聚变仓壁
alchemistry:fusion_core, 聚变仓核心
alchemistry:fusion_controller, 聚变仓控制器
alchemistry:neon_light, 氖灯
alchemistry:helium_light, 氦灯
alchemistry:argon_light, 氩灯
alchemistry:krypton_light, 氪灯
alchemistry:xenon_light, 氙灯
alchemistry:wet_sand, 湿润的沙子
alchemistry:milk, MILK
alchemistry:mineral_salt, 岩盐
alchemistry:condensed_milk, 炼乳
alchemistry:fertilizer, 肥料
alchemistry:obsidian_breaker, 黑曜石粉碎杖
alchemistry:slot_filler, 占位板
alchemistry:element:1, 氢
alchemistry:element:2, 氦
alchemistry:element:3, 锂
alchemistry:element:4, 铍
alchemistry:element:5, 硼
alchemistry:element:6, 碳
alchemistry:element:7, 氮
alchemistry:element:8, 氧
alchemistry:element:9, 氟
alchemistry:element:10, 氖
alchemistry:element:11, 钠
alchemistry:element:12, 镁
alchemistry:element:13, 铝
alchemistry:element:14, 硅
alchemistry:element:15, 磷
alchemistry:element:16, 硫
alchemistry:element:17, 氯
alchemistry:element:18, 氩
alchemistry:element:19, 钾
alchemistry:element:20, 钙
alchemistry:element:21, 钪
alchemistry:element:22, 钛
alchemistry:element:23, 钒
alchemistry:element:24, 铬
alchemistry:element:25, 锰
alchemistry:element:26, 铁
alchemistry:element:27, 钴
alchemistry:element:28, 镍
alchemistry:element:29, 铜
alchemistry:element:30, 锌
alchemistry:element:31, 镓
alchemistry:element:32, 锗
alchemistry:element:33, 砷
alchemistry:element:34, 硒
alchemistry:element:35, 溴
alchemistry:element:36, 氪
alchemistry:element:37, 铷
alchemistry:element:38, 锶
alchemistry:element:39, 钇
alchemistry:element:40, 锆
alchemistry:element:41, 铌
alchemistry:element:42, 钼
alchemistry:element:43, 锝
alchemistry:element:44, 钌
alchemistry:element:45, 铑
alchemistry:element:46, 钯
alchemistry:element:47, 银
alchemistry:element:48, 镉
alchemistry:element:49, 铟
alchemistry:element:50, 锡
alchemistry:element:51, 锑
alchemistry:element:52, 碲
alchemistry:element:53, 碘
alchemistry:element:54, 氙
alchemistry:element:55, 铯
alchemistry:element:56, 钡
alchemistry:element:57, 镧
alchemistry:element:58, 铈
alchemistry:element:59, 镨
alchemistry:element:60, 钕
alchemistry:element:61, 钷
alchemistry:element:62, 钐
alchemistry:element:63, 铕
alchemistry:element:64, 钆
alchemistry:element:65, 铽
alchemistry:element:66, 镝
alchemistry:element:67, 钬
alchemistry:element:68, 铒
alchemistry:element:69, 铥
alchemistry:element:70, 镱
alchemistry:element:71, 镥
alchemistry:element:72, 铪
alchemistry:element:73, 钽
alchemistry:element:74, 钨
alchemistry:element:75, 铼
alchemistry:element:76, 锇
alchemistry:element:77, 铱
alchemistry:element:78, 铂
alchemistry:element:79, 金
alchemistry:element:80, 汞
alchemistry:element:81, 铊
alchemistry:element:82, 铅
alchemistry:element:83, 铋
alchemistry:element:84, 钋
alchemistry:element:85, 砹
alchemistry:element:86, 氡
alchemistry:element:87, 钫
alchemistry:element:88, 镭
alchemistry:element:89, 锕
alchemistry:element:90, 钍
alchemistry:element:91, 镤
alchemistry:element:92, 铀
alchemistry:element:93, 镎
alchemistry:element:94, 钚
alchemistry:element:95, 镅
alchemistry:element:96, 锔
alchemistry:element:97, 锫
alchemistry:element:98, 锎
alchemistry:element:99, 锿
alchemistry:element:100, 镄
alchemistry:element:101, 钔
alchemistry:element:102, 锘
alchemistry:element:103, 铹
alchemistry:element:104, 鈩
alchemistry:element:105, Db
alchemistry:element:106, Sg
alchemistry:element:107, Bh
alchemistry:element:108, Hs
alchemistry:element:109, Mt
alchemistry:element:110, 鐽
alchemistry:element:111, 錀
alchemistry:element:112, 鎶
alchemistry:element:113, 鉨
alchemistry:element:114, 鈇
alchemistry:element:115, 镆
alchemistry:element:116, 鉝
alchemistry:element:117, 钿
alchemistry:element:118, Og
alchemistry:compound:0, 纤维素
alchemistry:compound:1, 二氧化硅
alchemistry:compound:2, 硝酸钾
alchemistry:compound:3, 氧化铝
alchemistry:compound:4, 氧化镁
alchemistry:compound:5, 氯化钾
alchemistry:compound:6, 氯化钠
alchemistry:compound:7, 水
alchemistry:compound:8, 高岭石
alchemistry:compound:9, 蛋白质
alchemistry:compound:10, 氧化铁
alchemistry:compound:11, 蔗糖
alchemistry:compound:12, 碳酸盐
alchemistry:compound:13, 碳酸钙
alchemistry:compound:14, 磷酸根
alchemistry:compound:15, 氢氧根
alchemistry:compound:16, 羟磷灰石
alchemistry:compound:17, 碳酸锶
alchemistry:compound:18, 绿柱石
alchemistry:compound:19, 淀粉
alchemistry:compound:20, 葫芦素
alchemistry:compound:21, 裸头草碱
alchemistry:compound:22, 氧化锌
alchemistry:compound:23, 铝酸钴
alchemistry:compound:24, 甘油三酸酯
alchemistry:compound:25, 碘化铅
alchemistry:compound:26, 乙醇
alchemistry:compound:27, 酰胺
alchemistry:compound:28, 尿素
alchemistry:compound:29, 铵
alchemistry:compound:30, 磷酸氢二铵
alchemistry:compound:31, 碳酸钾
alchemistry:compound:32, 仙人球毒素
alchemistry:compound:33, 莫来石纤维
alchemistry:compound:34, 甲烷
alchemistry:compound:35, 乙烷
alchemistry:compound:36, 丙烷
alchemistry:compound:37, 丁烷
alchemistry:compound:38, 戊烷
alchemistry:compound:39, 己烷
alchemistry:compound:40, 重铬酸钾
alchemistry:compound:41, 氯化镍
alchemistry:compound:42, 高锰酸钾
alchemistry:compound:43, 硫酸镁
alchemistry:compound:44, 氯化铜
alchemistry:compound:45, 硫化镉
alchemistry:compound:46, 氧化铬
alchemistry:compound:47, 三氧化二锑
alchemistry:compound:48, 氧化钛
alchemistry:compound:49, 硅酸铜钡
alchemistry:compound:50, 砷硫化物
alchemistry:compound:51, 硫酸钡
alchemistry:compound:52, β-胡萝卜素
alchemistry:compound:53, 聚氯乙烯
alchemistry:compound:54, 氰化钾
alchemistry:compound:55, 肾上腺素
alchemistry:compound:56, 可卡因
alchemistry:compound:57, 乙酰水杨酸
alchemistry:compound:58, 青霉素
alchemistry:compound:59, 咖啡因
alchemistry:compound:60, 硫化汞
alchemistry:ingot:3, 锂锭
alchemistry:ingot:4, 铍锭
alchemistry:ingot:5, 硼锭
alchemistry:ingot:11, 钠锭
alchemistry:ingot:12, 镁锭
alchemistry:ingot:13, 铝锭
alchemistry:ingot:14, 硅锭
alchemistry:ingot:19, 钾锭
alchemistry:ingot:20, 钙锭
alchemistry:ingot:21, 钪锭
alchemistry:ingot:22, 钛锭
alchemistry:ingot:23, 钒锭
alchemistry:ingot:24, 铬锭
alchemistry:ingot:25, 锰锭
alchemistry:ingot:27, 钴锭
alchemistry:ingot:28, 镍锭
alchemistry:ingot:29, 铜锭
alchemistry:ingot:30, 锌锭
alchemistry:ingot:31, 镓锭
alchemistry:ingot:32, 锗锭
alchemistry:ingot:33, 砷锭
alchemistry:ingot:34, 硒锭
alchemistry:ingot:37, 铷锭
alchemistry:ingot:38, 锶锭
alchemistry:ingot:39, 钇锭
alchemistry:ingot:40, 锆锭
alchemistry:ingot:41, 铌锭
alchemistry:ingot:42, 钼锭
alchemistry:ingot:43, 锝锭
alchemistry:ingot:44, 钌锭
alchemistry:ingot:45, 铑锭
alchemistry:ingot:46, 钯锭
alchemistry:ingot:47, 银锭
alchemistry:ingot:48, 镉锭
alchemistry:ingot:49, 铟锭
alchemistry:ingot:50, 锡锭
alchemistry:ingot:51, 锑锭
alchemistry:ingot:52, 碲锭
alchemistry:ingot:55, 铯锭
alchemistry:ingot:56, 钡锭
alchemistry:ingot:57, 镧锭
alchemistry:ingot:58, 铈锭
alchemistry:ingot:59, 镨锭
alchemistry:ingot:60, 钕锭
alchemistry:ingot:61, 钷锭
alchemistry:ingot:62, 钐锭
alchemistry:ingot:63, 铕锭
alchemistry:ingot:64, 钆锭
alchemistry:ingot:65, 铽锭
alchemistry:ingot:66, 镝锭
alchemistry:ingot:67, 钬锭
alchemistry:ingot:68, 铒锭
alchemistry:ingot:69, 铥锭
alchemistry:ingot:70, 镱锭
alchemistry:ingot:71, 镥锭
alchemistry:ingot:72, 铪锭
alchemistry:ingot:73, 钽锭
alchemistry:ingot:74, 钨锭
alchemistry:ingot:75, 铼锭
alchemistry:ingot:76, 锇锭
alchemistry:ingot:77, 铱锭
alchemistry:ingot:78, 铂锭
alchemistry:ingot:81, 铊锭
alchemistry:ingot:82, 铅锭
alchemistry:ingot:83, 铋锭
alchemistry:ingot:84, 钋锭
alchemistry:ingot:85, 砹锭
alchemistry:ingot:87, 钫锭
alchemistry:ingot:88, 镭锭
alchemistry:ingot:89, 锕锭
alchemistry:ingot:90, 钍锭
alchemistry:ingot:91, 镤锭
alchemistry:ingot:92, 铀锭
alchemistry:ingot:93, 镎锭
alchemistry:ingot:94, 钚锭
alchemistry:ingot:95, 镅锭
alchemistry:ingot:96, 锔锭
alchemistry:ingot:97, 锫锭
alchemistry:ingot:98, 锎锭
alchemistry:ingot:99, 锿锭
alchemistry:ingot:100, 镄锭
alchemistry:ingot:101, 钔锭
alchemistry:ingot:102, 锘锭
alchemistry:ingot:103, 铹锭
alchemistry:ingot:104, 鈩锭
alchemistry:ingot:105, Db 锭
alchemistry:ingot:106, Sg 锭
alchemistry:ingot:107, Bh 锭
alchemistry:ingot:108, Hs 锭
alchemistry:ingot:109, Mt 锭
alchemistry:ingot:110, 鐽锭
alchemistry:ingot:111, 錀锭
alchemistry:ingot:112, 鎶锭
alchemistry:ingot:113, 鉨锭
alchemistry:ingot:114, 鈇锭
alchemistry:ingot:115, 镆锭
alchemistry:ingot:116, 鉝锭
alchemistry:ingot:117, 钿锭
alchemistry:ingot:118, Og 锭
alchemistry:periodic_diagram, 元素周期表
twilightforest:naga_scale, 娜迦鳞片
twilightforest:naga_chestplate, 娜迦胸甲
twilightforest:naga_leggings, 娜迦护腿
twilightforest:twilight_scepter, 黄昏权杖
twilightforest:lifedrain_scepter, 吸血权杖
twilightforest:zombie_scepter, 僵尸权杖
twilightforest:shield_scepter, 护盾权杖
twilightforest:ore_meter, 矿石感应仪【未实现】
twilightforest:magic_map:0, 魔法地图
twilightforest:maze_map:0, 迷宫地图
twilightforest:ore_map:0, 迷宫 / 矿石地图
twilightforest:raven_feather, 乌鸦羽毛
twilightforest:magic_map_focus, 魔法地图核心
twilightforest:maze_map_focus, 迷宫地图核心
twilightforest:liveroot, 活根
twilightforest:ironwood_raw, 生铁树原料
twilightforest:ironwood_ingot, 铁树锭
twilightforest:ironwood_helmet, 铁树头盔
twilightforest:ironwood_chestplate, 铁树胸甲
twilightforest:ironwood_leggings, 铁树护腿
twilightforest:ironwood_boots, 铁树靴
twilightforest:ironwood_sword, 铁树剑
twilightforest:ironwood_shovel, 铁树铲
twilightforest:ironwood_pickaxe, 铁树镐
twilightforest:ironwood_axe, 铁树斧
twilightforest:ironwood_hoe, 铁树锄
twilightforest:torchberries, 火炬浆果
twilightforest:raw_venison, 生鹿肉
twilightforest:cooked_venison, 鹿肉排
twilightforest:hydra_chop, 九头蛇肉排
twilightforest:fiery_blood, 炽热的血液
twilightforest:fiery_tears, 炽热之泪
twilightforest:trophy:0, 娜迦战利品
twilightforest:trophy:1, 巫妖战利品
twilightforest:trophy:2, 九头蛇战利品
twilightforest:trophy:3, 暮色恶魂战利品
twilightforest:trophy:4, 幻影骑士战利品
twilightforest:trophy:5, 冰雪女王战利品
twilightforest:trophy:6, 米诺菇战利品
twilightforest:trophy:8, 谜题羊战利品
twilightforest:fiery_ingot, 炽铁锭
twilightforest:fiery_helmet, 炽铁头盔
twilightforest:fiery_chestplate, 炽铁胸甲
twilightforest:fiery_leggings, 炽铁护腿
twilightforest:fiery_boots, 炽铁靴子
twilightforest:fiery_sword, 炽铁剑
twilightforest:fiery_pickaxe, 炽铁镐
twilightforest:steeleaf_ingot, 钢叶
twilightforest:steeleaf_helmet, 钢叶头盔
twilightforest:steeleaf_chestplate, 钢叶胸甲
twilightforest:steeleaf_leggings, 钢叶护腿
twilightforest:steeleaf_boots, 钢叶靴
twilightforest:steeleaf_sword, 钢叶剑
twilightforest:steeleaf_shovel, 钢叶铲
twilightforest:steeleaf_pickaxe, 钢叶镐
twilightforest:steeleaf_axe, 钢叶斧
twilightforest:steeleaf_hoe, 钢叶锄
twilightforest:minotaur_axe_gold, 金米诺陶战斧
twilightforest:minotaur_axe, 钻石米诺陶战斧
twilightforest:mazebreaker_pickaxe, 迷宫破坏者
twilightforest:transformation_powder, 转换粉
twilightforest:raw_meef, 生牛头人肉
twilightforest:cooked_meef, 牛头人肉排
twilightforest:meef_stroganoff, 牛头人沙拉酱肉
twilightforest:maze_wafer, 迷宫薄饼
twilightforest:magic_map_empty, 空白魔法地图
twilightforest:maze_map_empty, 空白迷宫地图
twilightforest:ore_map_empty, 空白迷宫 / 矿石地图
twilightforest:ore_magnet, 矿石磁铁
twilightforest:crumble_horn, 瓦解之号角
twilightforest:peacock_fan, 孔雀羽毛扇
twilightforest:moonworm_queen, 月光蠕虫女王
twilightforest:charm_of_life_1, 生命符咒 I
twilightforest:charm_of_life_2, 生命符咒 II
twilightforest:charm_of_keeping_1, 保管符咒 I
twilightforest:charm_of_keeping_2, 保管符咒 II
twilightforest:charm_of_keeping_3, 保管符咒 III
twilightforest:tower_key, 塔钥匙
twilightforest:borer_essence, 三化螟精华
twilightforest:carminite, 砷铅铁矿石
twilightforest:experiment_115, 试验物品 115
twilightforest:armor_shard, 装甲碎片
twilightforest:knightmetal_ingot, 骑士金属锭
twilightforest:armor_shard_cluster, 装甲碎片堆
twilightforest:knightmetal_helmet, 骑士头盔
twilightforest:knightmetal_chestplate, 骑士胸甲
twilightforest:knightmetal_leggings, 骑士护腿
twilightforest:knightmetal_boots, 骑士靴
twilightforest:knightmetal_sword, 骑士剑
twilightforest:knightmetal_pickaxe, 骑士镐
twilightforest:knightmetal_axe, 骑士斧
twilightforest:knightmetal_shield, 骑士盾
twilightforest:phantom_helmet, 幻影头盔
twilightforest:phantom_chestplate, 幻影胸甲
twilightforest:lamp_of_cinders, 余烬之灯
twilightforest:alpha_fur, 雪怪首领毛皮
twilightforest:yeti_helmet, 雪怪角盔
twilightforest:yeti_chestplate, 雪怪皮衣
twilightforest:yeti_leggings, 雪怪护腿
twilightforest:yeti_boots, 雪怪靴子
twilightforest:ice_bomb, 冰霜炸弹
twilightforest:arctic_fur, 极地毛皮
twilightforest:arctic_helmet, 极地风帽
twilightforest:arctic_chestplate, 极地皮衣
twilightforest:arctic_leggings, 极地护腿
twilightforest:arctic_boots, 极地靴子
twilightforest:magic_beans, 魔豆
twilightforest:giant_pickaxe, 巨人镐
twilightforest:giant_sword, 巨人剑
twilightforest:triple_bow, 三发弓
twilightforest:seeker_bow, 追踪弓
twilightforest:ice_bow, 寒冰弓
twilightforest:ender_bow, 末影弓
twilightforest:ice_sword, 寒冰剑
twilightforest:glass_sword, 玻璃剑
twilightforest:knightmetal_ring, 骑士金属环
twilightforest:block_and_chain, 链锤
twilightforest:cube_talisman, 立方护符
twilightforest:cube_of_annihilation, 湮灭立方
twilightforest:moon_dial, 月相罗盘
twilightforest:twilight_log:0, 暮色橡木
twilightforest:twilight_log:1, 苍穹木
twilightforest:twilight_log:2, 红木
twilightforest:twilight_log:3, 黑木
twilightforest:root:0, 根茎
twilightforest:root:1, 活根
twilightforest:twilight_leaves:0, 暮色橡木树叶
twilightforest:twilight_leaves:1, 苍穹树叶
twilightforest:twilight_leaves:2, 红树树叶
twilightforest:twilight_leaves:3, 彩虹橡树叶
twilightforest:firefly, 萤火虫
twilightforest:cicada, 蝉
twilightforest:maze_stone:0, 遗迹石头
twilightforest:maze_stone:1, 遗迹石砖
twilightforest:maze_stone:2, 錾制遗迹石头
twilightforest:maze_stone:3, 装饰遗迹石砖
twilightforest:maze_stone:4, 破碎遗迹石砖
twilightforest:maze_stone:5, 遗迹苔石砖
twilightforest:maze_stone:6, 遗迹石方块
twilightforest:maze_stone:7, 遗迹石沿
twilightforest:hedge:0, 树篱
twilightforest:boss_spawner:0, 生成 娜迦
twilightforest:boss_spawner:1, 生成 巫妖
twilightforest:boss_spawner:2, 生成 九头蛇
twilightforest:boss_spawner:3, 生成 暮色恶魂
twilightforest:boss_spawner:4, 生成 幻影骑士
twilightforest:boss_spawner:5, 生成 冰雪女王
twilightforest:boss_spawner:6, 生成 米诺菇
twilightforest:boss_spawner:7, 生成 雪怪首领
twilightforest:boss_spawner:9, tile.twilightforest.BossSpawner.9.name
twilightforest:firefly_jar, 萤火虫罐子
twilightforest:twilight_plant:0, 暮色森林苔藓
twilightforest:twilight_plant:1, 鬼臼果
twilightforest:twilight_plant:2, 三叶草 [WIP]
twilightforest:twilight_plant:3, 暮色森林蕨类
twilightforest:twilight_plant:4, 荧光蘑菇
twilightforest:twilight_plant:5, 林地草
twilightforest:twilight_plant:6, 枯死的灌木
twilightforest:twilight_plant:7, 火炬浆果植物
twilightforest:twilight_plant:8, 根须
twilightforest:twilight_plant:9, 树叶堆
twilightforest:uncrafting_table, 拆解台
twilightforest:fire_jet:0, 烟雾方块
twilightforest:fire_jet:3, 火焰喷射
twilightforest:fire_jet:1, 被包裹的烟雾
twilightforest:fire_jet:6, 火焰喷射方块
twilightforest:naga_stone:0, 娜迦石头部
twilightforest:naga_stone:1, 娜迦石
twilightforest:twilight_sapling:0, 暮色橡树树苗
twilightforest:twilight_sapling:1, 苍穹树树苗
twilightforest:twilight_sapling:2, 红树树苗
twilightforest:twilight_sapling:3, 黑树树苗
twilightforest:twilight_sapling:4, 高大暮色橡树树苗
twilightforest:twilight_sapling:5, 时光树树苗
twilightforest:twilight_sapling:6, 变化树树苗
twilightforest:twilight_sapling:7, 矿石树树苗
twilightforest:twilight_sapling:8, 分类树树苗
twilightforest:twilight_sapling:9, 彩虹树树苗
twilightforest:moonworm, 月光蠕虫
twilightforest:magic_log:0, 时光树原木
twilightforest:magic_log:1, 变化树原木
twilightforest:magic_log:2, 矿石树原木
twilightforest:magic_log:3, 分类树原木
twilightforest:magic_leaves:0, 时光树树叶
twilightforest:magic_leaves:1, 变化树树叶
twilightforest:magic_leaves:2, 矿石树树叶
twilightforest:magic_leaves:3, 分类树树叶
twilightforest:magic_log_core:0, 时光树时钟
twilightforest:magic_log_core:1, 变化树心脏
twilightforest:magic_log_core:2, 矿石树核心
twilightforest:magic_log_core:3, 分类树引擎
twilightforest:tower_wood:0, 塔树木板
twilightforest:tower_wood:1, 塔树板箱
twilightforest:tower_wood:2, 破裂塔木
twilightforest:tower_wood:3, 青苔塔木
twilightforest:tower_wood:4, 虫蛀塔木
twilightforest:tower_device:0, 重现的方块
twilightforest:tower_device:2, 消失的方块
twilightforest:tower_device:4, 锁定的消失的方块
twilightforest:tower_device:5, 解锁的消失的方块
twilightforest:tower_device:6, 高塔建设者
